Name,Feature,Full Address,Street,Municipality,Categories,Plus Code,Phones,Emails,Review Count,Average Rating,Review URL,Google Maps URL,Cid,Google Knowledge URL,Kgmid,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image,Place Id
LaVinia Restaurant,Spanish fine dining in contemporary digs,"2350 Lake Shore Blvd W, Etobicoke, ON M8V 1B6",2350 Lake Shore Blvd W,Etobicoke,Spanish restaurant,87M2JG86+HQ,"(647) 748-2350, +1 647-748-2350",vinia.la7@gmail.com,469,4.7,"https://search.google.com/local/reviews?placeid=ChIJHwcmTRk2K4gRm85aUecgRe8&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=17241222926332251803,17241222926332251803,https://www.google.com/search?kgmid=/g/1hhvx120t&kponly,/g/1hhvx120t,43.6163856,-79.48812319999999,http://www.laviniarestaurant.com/,laviniarestaurant.com,"Saturday:[5-10p.m.], Sunday:[Closed], Monday:[Closed], Tuesday:[5-10p.m.], Wednesday:[5-10p.m.], Thursday:[5-10p.m.], Friday:[5-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipNwGB7rXPP4p8IlzRV-TXGP93pBbNsLxGuWpY8g=w80-h106-k-no,ChIJHwcmTRk2K4gRm85aUecgRe8
Burrito Boyz,Mexican Counter-serve for ample portions,"4451 York Regional Rd 7, Woodbridge, ON L4L 9A9",4451 York Regional Rd 7,Woodbridge,"Burrito restaurant, Fast food restaurant, Mexican restaurant, Vegetarian restaurant",87M2QCMH+GG,"(905) 265-2699, +1 905-265-2699",feedback@burritoboyz.ca,1661,4.2,"https://search.google.com/local/reviews?placeid=ChIJ5dDcZlslK4gRytAu55Lt7aU&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=11956473800938148042,11956473800938148042,https://www.google.com/search?kgmid=/g/11cms29xh0&kponly,/g/11cms29xh0,43.7838262,-79.571152,http://burritoboyz.ca/,burritoboyz.ca,"Saturday:[10a.m.-2a.m.], Sunday:[10p.m.-12a.m.], Monday:[10a.m.-12a.m.], Tuesday:[10a.m.-12a.m.], Wednesday:[10a.m.-12a.m.], Thursday:[10a.m.-12a.m.], Friday:[10a.m.-2a.m.]",https://lh5.googleusercontent.com/p/AF1QipN-bzlFpN3cytnwg3xeE1QJgyfyko2kNo3dTc1N=w80-h142-k-no,ChIJ5dDcZlslK4gRytAu55Lt7aU
Terroni,,"1095 Yonge St, Toronto, ON M4W 2L8",1095 Yonge St,Toronto,"Italian restaurant, Southern Italian restaurant",87M2MJJ5+2V,"(416) 925-4020, +1 416-925-4020","first@terroni.com, jane@terroni.com",2455,4.2,"https://search.google.com/local/reviews?placeid=ChIJi8aZ9VozK4gR3TFH7VvtPhs&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=1963267466658787805,1963267466658787805,https://www.google.com/search?kgmid=/g/1tgkhxwh&kponly,/g/1tgkhxwh,43.6800235,-79.3903694,http://www.terroni.com/,terroni.com,"Saturday:[11:30a.m.-10p.m.], Sunday:[11:30a.m.-10p.m.], Monday:[11:30a.m.-10p.m.], Tuesday:[11:30a.m.-10p.m.], Wednesday:[11:30a.m.-10p.m.], Thursday:[11:30a.m.-10p.m.], Friday:[11:30a.m.-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipNa4ipHTmwW4uvpsZV18wNQ3eVO3Uvx47vVpabI=w138-h92-k-no,ChIJi8aZ9VozK4gR3TFH7VvtPhs
BlueBlood Steakhouse,Luxe surf & turf destination in a castle,"Casa Loma, 1 Austin Terrace, Toronto, ON M5R 1X8",Casa Loma,Toronto,"Steak house, Restaurant, Seafood restaurant",87M2MHHR+66,"(416) 353-4647, +1 416-353-4647","reservations@bluebloodsteakhouse.com, first@bluebloodsteakhouse.com, info@bluebloodsteakhouse.com",1349,4.4,"https://search.google.com/local/reviews?placeid=ChIJneA-zJ00K4gRKeEMvTOPwsg&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=14466282405445296425,14466282405445296425,https://www.google.com/search?kgmid=/g/11f0x6rzph&kponly,/g/11f0x6rzph,43.6780371,-79.40944379999999,http://www.bluebloodsteakhouse.com/,bluebloodsteakhouse.com,"Saturday:[4p.m.-12a.m.], Sunday:[4p.m.-12a.m.], Monday:[5p.m.-12a.m.], Tuesday:[5p.m.-12a.m.], Wednesday:[5p.m.-12a.m.], Thursday:[4p.m.-12a.m.], Friday:[4p.m.-12a.m.]",https://lh5.googleusercontent.com/p/AF1QipPbYsmHSsEh6YbC9BTgNjsiO6kbiZIlE1uMQM3v=w134-h92-k-no,ChIJneA-zJ00K4gRKeEMvTOPwsg
Hank Daddy's Barbecue,Slow-smoked BBQ food & classic sides,"7777 Keele St #11, Concord, ON L4K 1Y7",7777 Keele St #11,Concord,"Restaurant, Barbecue restaurant, Down home cooking restaurant",87M2RG22+Q8,"(905) 417-4545, +1 905-417-4545",info@hankdaddysbbq.com,793,4.6,"https://search.google.com/local/reviews?placeid=ChIJc1EvxVguK4gRvxHUMjOB3mI&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=7124273717442777535,7124273717442777535,https://www.google.com/search?kgmid=/g/11cs691x6d&kponly,/g/11cs691x6d,43.8019155,-79.4991699,http://www.hankdaddysbbq.com/,hankdaddysbbq.com,"Saturday:[12-10p.m.], Sunday:[12-8p.m.], Monday:[Closed], Tuesday:[11a.m.-8p.m.], Wednesday:[11a.m.-8p.m.], Thursday:[11a.m.-9p.m.], Friday:[11a.m.-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipO1ow3yY6z-fAxZ-oTuvaGZC3vWfmxlrDqFvAeS=w122-h92-k-no,ChIJc1EvxVguK4gRvxHUMjOB3mI
Rodney’s Oyster House,Casual restaurant for seasonal seafood,"469 King St W, Toronto, ON M5V 1K4",469 King St W,Toronto,"Oyster bar restaurant, Takeout Restaurant, Seafood restaurant",87M2JJV3+X8,"(416) 363-8105, +1 416-363-8105",djane@rodneysoysterhouse.com,2117,4.6,"https://search.google.com/local/reviews?placeid=ChIJ3av9_j7L1IkR-4usmJxvhyk&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=2992483195778010107,2992483195778010107,https://www.google.com/search?kgmid=/g/1tctsnmz&kponly,/g/1tctsnmz,43.644981099999995,-79.39673739999999,http://rodneysoysterhouse.com/,rodneysoysterhouse.com,"Saturday:[12p.m.-12a.m.], Sunday:[12-10p.m.], Monday:[Closed], Tuesday:[12-10p.m.], Wednesday:[12-10p.m.], Thursday:[12-11p.m.], Friday:[12p.m.-12a.m.]",https://lh5.googleusercontent.com/p/AF1QipNba-QdGwMqo2Dn_J3Ej6zSv5VWV9V2vEKUc08g=w137-h92-k-no,ChIJ3av9_j7L1IkR-4usmJxvhyk
King Rustic Kitchen & Bar,"Eclectic fare, cocktails & a hip vibe","905 King St W, Toronto, ON M6K 3G9",905 King St W,Toronto,"Bar & grill, Brunch restaurant, Cocktail bar, Live music bar, Restaurant",87M2JHRQ+P5,"(416) 792-5910, +1 416-792-5910","kingrusticltd@gmail.com, Canada416-792-5910kingrusticltd@gmail.com",460,4.2,"https://search.google.com/local/reviews?placeid=ChIJQ5yjgB01K4gRQLMMlEuoEOE&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=16217647300721029952,16217647300721029952,https://www.google.com/search?kgmid=/g/1ptvzj09l&kponly,/g/1ptvzj09l,43.641855299999996,-79.41207109999999,http://www.kingrustic.ca/,kingrustic.ca,"Saturday:[12p.m.-2a.m.], Sunday:[Closed], Monday:[Closed], Tuesday:[4:30-11p.m.], Wednesday:[4:30-11p.m.], Thursday:[12p.m.-12a.m.], Friday:[12p.m.-2a.m.]",https://lh5.googleusercontent.com/p/AF1QipPEEWu8RIkE6eOmGNHRrpLsxdg-aNMDPiCCMsIp=w80-h106-k-no,ChIJQ5yjgB01K4gRQLMMlEuoEOE
The Vaughan City Grill,Quick-serve spot for breakfast & lunch,"211 Marycroft Ave #4A, Woodbridge, ON L4L 5X9",211 Marycroft Ave #4A,Woodbridge,"Restaurant, Breakfast restaurant, Cafe, Caterer, Coffee store",87M2QCMM+WM,"(905) 856-6122, +1 905-856-6122",catering@TheVaughanCityGrill.com,297,4.6,"https://search.google.com/local/reviews?placeid=ChIJY-KCql4lK4gRuuC5vTPA9y4&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=3384384973451157690,3384384973451157690,https://www.google.com/search?kgmid=/g/11c1xp0xbg&kponly,/g/11c1xp0xbg,43.7848465,-79.56580319999999,http://www.thevaughancitygrill.com/,thevaughancitygrill.com,"Saturday:[7a.m.-3p.m.], Sunday:[7a.m.-3p.m.], Monday:[7a.m.-4p.m.], Tuesday:[7a.m.-4p.m.], Wednesday:[7a.m.-4p.m.], Thursday:[7a.m.-4p.m.], Friday:[7a.m.-4p.m.]",https://lh5.googleusercontent.com/p/AF1QipOJQOW0hGM3JmRrlaM3ZG7jEPKHqLa1KQ_FcAlZ=w122-h92-k-no,ChIJY-KCql4lK4gRuuC5vTPA9y4
Uptown Churrasqueira,,"2300 Finch Ave W #67, North York, ON M9M 2Y3",2300 Finch Ave W #67,North York,"Restaurant, Barbecue restaurant",87M2QF35+65,"(416) 744-7111, +1 416-744-7111",jamboard-sales@google.com,54,4.3,"https://search.google.com/local/reviews?placeid=ChIJrbJ4RRQwK4gR4ahqx-uIjJk&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=11064368930786814177,11064368930786814177,https://www.google.com/search?kgmid=/g/1tcxkd6f&kponly,/g/1tcxkd6f,43.7531004,-79.542035,https://www.google.ca/amp/s/www.zomato.com/toronto/uptown-churrasqueira-north-york-gta%3Famp%3D1,google.ca,"Saturday:[11a.m.-7p.m.], Sunday:[11a.m.-7p.m.], Monday:[11a.m.-7p.m.], Tuesday:[11a.m.-7p.m.], Wednesday:[11a.m.-7p.m.], Thursday:[11a.m.-7p.m.], Friday:[11a.m.-7p.m.]",https://lh5.googleusercontent.com/p/AF1QipNdkRsZalboGer3U1XyZvTHsNdaocliz_2qqDVa=w163-h92-k-no,ChIJrbJ4RRQwK4gR4ahqx-uIjJk
Bar Raval,Spanish pinxtos & Gaudi-esque decor,"505 College St, Toronto, ON M6G 1A5",505 College St,Toronto,"Tapas bar, Cocktail bar",87M2MH4R+82,,"SUP@THISISBARRAVAL.COM, hailey@thisisbarraval.com, sup@thisisbarraval.com",2262,4.5,"https://search.google.com/local/reviews?placeid=ChIJwSfKme40K4gRxoeQD9wP7OQ&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=16495576972979636166,16495576972979636166,https://www.google.com/search?kgmid=/g/11b721nt4y&kponly,/g/11b721nt4y,43.6558235,-79.40991489999999,http://www.thisisbarraval.com/,thisisbarraval.com,"Saturday:[11a.m.-11p.m.], Sunday:[11a.m.-11p.m.], Monday:[11a.m.-11p.m.], Tuesday:[11a.m.-11p.m.], Wednesday:[11a.m.-11p.m.], Thursday:[11a.m.-11p.m.], Friday:[11a.m.-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipOZseoxgcyPEwN6PAhEzBaq3UyBfCuHT83zhw5v=w122-h92-k-no,ChIJwSfKme40K4gRxoeQD9wP7OQ
The Cannery Kitchen and Social,,"33 Carlson Ct, Etobicoke, ON M9W 6H5",33 Carlson Ct,Etobicoke,Restaurant,87M2MCR8+3H,"(416) 675-4737, +1 416-675-4737","jkline@atlanticahalifax.com, Cannery@atlanticahalifax.com",37,4.6,"https://search.google.com/local/reviews?placeid=ChIJq6r6x4w5K4gRawBaVvZELaQ&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=11830187620973543531,11830187620973543531,https://www.google.com/search?kgmid=/g/11n72cm4k5&kponly,/g/11n72cm4k5,43.6901751,-79.5835651,https://www.cannerysocial.com/,cannerysocial.com,"Saturday:[6:30a.m.-10:30p.m.], Sunday:[6:30a.m.-10:30p.m.], Monday:[6:30a.m.-10:30p.m.], Tuesday:[6:30a.m.-10:30p.m.], Wednesday:[6:30a.m.-10:30p.m.], Thursday:[6:30a.m.-10:30p.m.], Friday:[6:30a.m.-10:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipM1GlBXXpIIG1YVsLcIBIxZ2b4DKbXIE7TxXIjQ=w80-h169-k-no,ChIJq6r6x4w5K4gRawBaVvZELaQ
Lee,Inventive Asian small plates & cocktails,"601 King St W, Toronto, ON M5V 1M5",601 King St W,Toronto,"Asian fusion restaurant, Restaurant",87M2JHVX+MR,"(416) 504-7867, +1 416-504-7867",info@susur.com,1895,4.4,"https://search.google.com/local/reviews?placeid=ChIJ_bdoUN40K4gRi4qwMVmMyBw&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=2074061943117744779,2074061943117744779,https://www.google.com/search?kgmid=/g/1vzv48zv&kponly,/g/1vzv48zv,43.644133,-79.400392,https://www.leerestaurant.com/,leerestaurant.com,"Saturday:[5-11p.m.], Sunday:[5-10p.m.], Monday:[5-10p.m.], Tuesday:[5-10p.m.], Wednesday:[5-10p.m.], Thursday:[5-10p.m.], Friday:[5-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipMjLWsI4gtrMDSiehkNzKAFjlkuZVVfXQXIExJY=w122-h92-k-no,ChIJ_bdoUN40K4gRi4qwMVmMyBw
Muncheez Creperie,Casual spot for sweet & savoury crepes,"6983 Yonge St, North York, ON M2M 3X9",6983 Yonge St,North York,Restaurant,87M2QHXJ+35,"(905) 597-1220, +1 905-597-1220","INFO@MUNCHEEZDC.COM, info@muncheez.ca",642,4.8,"https://search.google.com/local/reviews?placeid=ChIJpTjR9fksK4gRqidk69hB8R8&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=2301693284480985002,2301693284480985002,https://www.google.com/search?kgmid=/g/11b6qh35gz&kponly,/g/11b6qh35gz,43.7976515,-79.4195513,http://muncheez.ca/,muncheez.ca,"Saturday:[5p.m.-1a.m.], Sunday:[5p.m.-1a.m.], Monday:[5p.m.-1a.m.], Tuesday:[5p.m.-1a.m.], Wednesday:[5p.m.-1a.m.], Thursday:[5p.m.-1a.m.], Friday:[5p.m.-1a.m.]",https://lh5.googleusercontent.com/p/AF1QipMxmylSjpK9n6FJaaepnvA1qNI5v5lpvnwSb3j6=w80-h106-k-no,ChIJpTjR9fksK4gRqidk69hB8R8
Mamakas Taverna,Greek meze & mains in a bistro setting,"80 Ossington Ave, Toronto, ON M6J 2Y7",80 Ossington Ave,Toronto,"Greek restaurant, Restaurant",87M2JHWJ+94,"(416) 519-5996, +1 416-519-5996","info@mamakas.ca, info@barkoukla.com",978,4.5,"https://search.google.com/local/reviews?placeid=ChIJmVryKPw0K4gRm7YkQoNTBWE&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=6991085819778086555,6991085819778086555,https://www.google.com/search?kgmid=/g/11b5pjtcmm&kponly,/g/11b5pjtcmm,43.645946599999995,-79.419662,http://mamakas.ca/,mamakas.ca,"Saturday:[5-10p.m.], Sunday:[5-10p.m.], Monday:[5-10p.m.], Tuesday:[5-10p.m.], Wednesday:[5-10p.m.], Thursday:[5-10p.m.], Friday:[5-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipOzVUd29mCVWJbTSHK0sVJcx4I5-9i3BZTDbR72=w138-h92-k-no,ChIJmVryKPw0K4gRm7YkQoNTBWE
Gamberoni Restaurant,Classic stop for homestyle Italian fare,"3249 Yonge St, Toronto, ON M4N 2L5",3249 Yonge St,Toronto,Italian restaurant,87M2PHHW+JV,"(416) 482-3063, +1 416-482-3063",info@gamberoni.ca,132,4.2,"https://search.google.com/local/reviews?placeid=ChIJzdGB0ukyK4gR_eY7jzm1XhU&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=1539867381428119293,1539867381428119293,https://www.google.com/search?kgmid=/g/1thp8m7c&kponly,/g/1thp8m7c,43.729057,-79.4028419,http://gamberonirestaurant.ca/,gamberonirestaurant.ca,"Saturday:[5-9p.m.], Sunday:[5-9p.m.], Monday:[Closed], Tuesday:[5-9p.m.], Wednesday:[5-9p.m.], Thursday:[5-9p.m.], Friday:[5-9p.m.]",https://lh5.googleusercontent.com/p/AF1QipOJ7ux7TpiDuMxb_rznUGDWji0UGVcMCGF8p3lc=w125-h92-k-no,ChIJzdGB0ukyK4gR_eY7jzm1XhU
Chop Steakhouse & Bar,,"41 Colossus Dr, Woodbridge, ON L4L 9J8",41 Colossus Dr,Woodbridge,Steak house,87M2QFP4+3F,"(905) 850-2467, +1 905-850-2467","janedoe@chop.ca, john.smith@chop.ca",1710,4.3,"https://search.google.com/local/reviews?placeid=ChIJpx-uV-svK4gRiGCJ6qGowaI&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=11727840318027554952,11727840318027554952,https://www.google.com/search?kgmid=/g/11c5g95w9q&kponly,/g/11c5g95w9q,43.7851536,-79.5437915,https://chop.ca/ontario/vaughan-colossus,chop.ca,"Saturday:[11a.m.-2a.m.], Sunday:[11a.m.-12a.m.], Monday:[11a.m.-12a.m.], Tuesday:[11a.m.-12a.m.], Wednesday:[11a.m.-1a.m.], Thursday:[11a.m.-1a.m.], Friday:[11a.m.-2a.m.]",https://lh5.googleusercontent.com/p/AF1QipPdYXmaFio1vfJr8xuxwHLC8baNkaR87dz87HwT=w122-h92-k-no,ChIJpx-uV-svK4gRiGCJ6qGowaI
Scaddabush Italian Kitchen & Bar Vaughan,,"20 Colossus Dr, Woodbridge, ON L4L 9J5",20 Colossus Dr,Woodbridge,Italian restaurant,87M2QFP4+V5,"(905) 850-3565, +1 905-850-3565",,1893,4.1,"https://search.google.com/local/reviews?placeid=ChIJz9amtuwvK4gRM1yeyD2-9GM&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=7202590876640369715,7202590876640369715,https://www.google.com/search?kgmid=/g/11d_76ssrx&kponly,/g/11d_76ssrx,43.7871545,-79.54460329999999,https://www.scaddabush.com/,scaddabush.com,"Saturday:[11:30a.m.-11p.m.], Sunday:[11:30a.m.-10p.m.], Monday:[11:30a.m.-10p.m.], Tuesday:[11:30a.m.-10p.m.], Wednesday:[11:30a.m.-10p.m.], Thursday:[11:30a.m.-10p.m.], Friday:[11:30a.m.-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipMqLSgoyXy6RGpBWHGDPVwjpskjvSEmCl7yOXtG=w153-h92-k-no,ChIJz9amtuwvK4gRM1yeyD2-9GM
Tigo Trattoria Woodbridge,Casual pick for Italian cuisine,"3603 Langstaff Rd #5, Woodbridge, ON L4L 9G7",3603 Langstaff Rd #5,Woodbridge,Italian restaurant,87M2RF52+3C,"(905) 850-9685, +1 905-850-9685",,244,4.5,"https://search.google.com/local/reviews?placeid=ChIJfwpyiXcvK4gRm1sP8IzEds4&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=14877294528667016091,14877294528667016091,https://www.google.com/search?kgmid=/g/11c1s94g5z&kponly,/g/11c1s94g5z,43.8076279,-79.5489159,https://tigotrattoria.ca/,tigotrattoria.ca,"Saturday:[5-10p.m.], Sunday:[Closed], Monday:[11a.m.-9p.m.], Tuesday:[11a.m.-9p.m.], Wednesday:[11a.m.-9p.m.], Thursday:[11a.m.-9p.m.], Friday:[11a.m.-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipO_8iXs8kWwc4-7B2Zdr5uSYHiei1j8UoW1MSHO=w122-h92-k-no,ChIJfwpyiXcvK4gRm1sP8IzEds4
Pho Dau Bo Restaurant,Vietnamese & Thai spot known for pho,"2437 Finch Ave W #4, North York, ON M9M 2E7",2437 Finch Ave W #4,North York,Vietnamese restaurant,87M2PFX2+X6,"(416) 749-9943, +1 416-749-9943",advertise-noreply@facebookmail.com,1004,4.3,"https://search.google.com/local/reviews?placeid=ChIJOR9-Sg0wK4gRbSQa99wATkY&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=5065987579876877421,5065987579876877421,https://www.google.com/search?kgmid=/g/1tm1r2nk&kponly,/g/1tm1r2nk,43.749887699999995,-79.5494234,https://www.facebook.com/Pho-Dau-Bo-Restaurant-North-York-137928642889272/,facebook.com,"Saturday:[10a.m.-9p.m.], Sunday:[10a.m.-9p.m.], Monday:[10a.m.-9p.m.], Tuesday:[10a.m.-9p.m.], Wednesday:[10a.m.-9p.m.], Thursday:[10a.m.-9p.m.], Friday:[10a.m.-9p.m.]",https://lh5.googleusercontent.com/p/AF1QipO-Tq4xdLcl518dpBC8qXBvjUmA6tUVgFsnvmc=w80-h142-k-no,ChIJOR9-Sg0wK4gRbSQa99wATkY
KŌST,Rooftop eatery for light Bajan cuisine,"80 Blue Jays Way 44th Floor, Toronto, ON M5V 2G3",80 Blue Jays Way 44th Floor,Toronto,"Californian restaurant, Restaurant",87M2JJW5+32,"(437) 800-5938, +1 437-800-5938","reservations@kosttoronto.com, info@kosttoronto.com, careers@kosttoronto.ca",2758,4.2,"https://search.google.com/local/reviews?placeid=ChIJzVkW-Nk0K4gRd4dHDvA6ekU&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=5006378738481858423,5006378738481858423,https://www.google.com/search?kgmid=/g/11f0wm5899&kponly,/g/11f0wm5899,43.6452114,-79.3923811,http://kosttoronto.com/,kosttoronto.com,"Saturday:[8a.m.-1a.m.], Sunday:[8a.m.-1a.m.], Monday:[8a.m.-1a.m.], Tuesday:[8a.m.-1a.m.], Wednesday:[8a.m.-1a.m.], Thursday:[8a.m.-1a.m.], Friday:[8a.m.-1a.m.]",https://lh5.googleusercontent.com/p/AF1QipPHhpSRr_e_Lg9OXo6IOSKjjFMFW8YH7RKNALPU=w163-h92-k-no,ChIJzVkW-Nk0K4gRd4dHDvA6ekU
The Lobster Trap Restaurant,Cozy choice for casual surf 'n' turf,"8099 Weston Rd, Woodbridge, ON L4L 0C1",8099 Weston Rd,Woodbridge,"Restaurant, Seafood restaurant",87M2QFX2+3F,"(416) 787-3211, +1 416-787-3211",catalinalobstertrap@gmail.com,447,4.2,"https://search.google.com/local/reviews?placeid=ChIJ9agkNYUvK4gRJ7zmS7Cs9j0&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=4464945953772059687,4464945953772059687,https://www.google.com/search?kgmid=/g/12hk4560p&kponly,/g/12hk4560p,43.7977002,-79.5487953,http://www.lobstertraprestaurant.ca/,lobstertraprestaurant.ca,"Saturday:[12-11:30p.m.], Sunday:[12-10p.m.], Monday:[5-10p.m.], Tuesday:[5-10p.m.], Wednesday:[5-10p.m.], Thursday:[5-10p.m.], Friday:[5-11:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipOahAKGTQ1JslTsXlnTe8h0ZG-c2qbgBOzXETzo=w80-h106-k-no,ChIJ9agkNYUvK4gRJ7zmS7Cs9j0
Signatures Restaurant,Light-filled spot serving Canadian fare,"220 Bloor St W, Toronto, ON M5S 1T8",220 Bloor St W,Toronto,"Canadian restaurant, Fine dining restaurant, Restaurant",87M2MJ93+GC,"(416) 324-5885, +1 416-324-5885","development@sonesta.com, j-doe@sonesta.com, pells@sonesta.com, sales-rshou@sonesta.com, houston.sales@sonesta.com, reservations-rshou@sonesta.com, mferguson@sonesta.com",54,4.2,"https://search.google.com/local/reviews?placeid=ChIJ387SQ7s0K4gRb5A-hdQrb_M&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=17541287265399902319,17541287265399902319,https://www.google.com/search?kgmid=/g/11_q88qwv&kponly,/g/11_q88qwv,43.668840499999995,-79.396399,https://www.sonesta.com/ca/ontario/toronto/yorkville-royal-sonesta-hotel-toronto/signatures-restaurant,sonesta.com,"Saturday:[7:30a.m.-2:30p.m.], Sunday:[7:30a.m.-2:30p.m.], Monday:[7:30a.m.-2:30p.m.], Tuesday:[7:30a.m.-2:30p.m.], Wednesday:[7:30a.m.-2:30p.m.], Thursday:[7:30a.m.-2:30p.m.], Friday:[7:30a.m.-2:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipP6LodRULeGXjdzdBg7G1CNFUAb2NgDDEvwrOJ1=w122-h92-k-no,ChIJ387SQ7s0K4gRb5A-hdQrb_M
The Lobster Trap Restaurant,Cozy choice for casual surf 'n' turf,"8099 Weston Rd, Woodbridge, ON L4L 0C1",8099 Weston Rd,Woodbridge,"Restaurant, Seafood restaurant",87M2QFX2+3F,"(416) 787-3211, +1 416-787-3211",catalinalobstertrap@gmail.com,447,4.2,"https://search.google.com/local/reviews?placeid=ChIJ9agkNYUvK4gRJ7zmS7Cs9j0&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=4464945953772059687,4464945953772059687,https://www.google.com/search?kgmid=/g/12hk4560p&kponly,/g/12hk4560p,43.7977002,-79.5487953,http://www.lobstertraprestaurant.ca/,lobstertraprestaurant.ca,"Saturday:[12-11:30p.m.], Sunday:[12-10p.m.], Monday:[5-10p.m.], Tuesday:[5-10p.m.], Wednesday:[5-10p.m.], Thursday:[5-10p.m.], Friday:[5-11:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipOahAKGTQ1JslTsXlnTe8h0ZG-c2qbgBOzXETzo=w80-h106-k-no,ChIJ9agkNYUvK4gRJ7zmS7Cs9j0
1976 KITCHEN & BAR,,"918 Wilson Ave, North York, ON M3K 1E7",918 Wilson Ave,North York,African restaurant,87M2PGJJ+33,"(438) 833-3057, +1 438-833-3057",,23,4.7,"https://search.google.com/local/reviews?placeid=ChIJW6LImeMzK4gR9quK3YGJM0E&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=4698250027138198518,4698250027138198518,https://www.google.com/search?kgmid=/g/11rchjxk7t&kponly,/g/11rchjxk7t,43.7301734,-79.4697525,,,"Saturday:[12p.m.-2a.m.], Sunday:[2p.m.-12a.m.], Monday:[12p.m.-2a.m.], Tuesday:[Closed], Wednesday:[12p.m.-2a.m.], Thursday:[12p.m.-2a.m.], Friday:[12p.m.-2a.m.]",https://lh5.googleusercontent.com/p/AF1QipPmc0S5YyoSaDG8U5HjVik2QwVAxM_qVAQ3qKrT=w80-h106-k-no,ChIJW6LImeMzK4gR9quK3YGJM0E
